Coin on file:	UNI
Created by:	chris
Created on:	09/18/2021T03:00:1631948402Z

Recorded,Currency,Open,High,Low,Volume,Last,Volume30day
2021-09-18T03:00:02.659Z,-USD,00025.4254,00025.9892,000023.942,1127292.771572,00024.4936,29279166.553949
2021-09-18T04:00:01.983Z,-USD,00025.7479,00025.9892,000023.942,1058838.373579,00024.7259,29293908.84562
2021-09-18T05:00:02.052Z,-USD,00025.9463,00025.9892,000023.942,1027394.509097,00024.9702,29315916.169147
2021-09-18T06:00:02.083Z,-USD,00025.9279,000025.988,000023.942,1002388.663973,000025.152,29346204.921084
2021-09-18T07:00:02.385Z,-USD,00025.8555,00025.9766,000023.942,942222.455198,00024.9973,29359346.739952
2021-09-18T08:00:02.626Z,-USD,00025.5438,00025.8696,000023.942,894506.11571,00024.9444,29368503.950067
2021-09-18T09:00:01.852Z,-USD,00025.7487,00025.8416,000023.942,792222.911026,00024.9573,29383870.473283
2021-09-18T10:00:01.968Z,-USD,00025.3674,00025.4586,000023.942,745208.975632,00024.8644,29397775.167241
2021-09-18T11:00:02.344Z,-USD,00024.7305,00025.2015,000023.942,667611.623128,00024.9637,29410220.138002
2021-09-18T12:00:02.46Z,-USD,00024.4944,00025.2015,000023.942,636438.23031,00024.6344,29427232.95991
2021-09-18T13:00:02.675Z,-USD,00024.6505,00025.2015,000023.942,620312.274607,00024.5986,29458941.10347
2021-09-18T14:00:01.88Z,-USD,00024.4501,00025.2015,000023.942,594001.819997,00024.6103,29476455.130127
2021-09-18T14:27:57.952Z,-USD,00024.7904,00025.2015,000023.942,547335.461031,00024.7054,29481669.810654
2021-09-18T14:28:37.246Z,-USD,00024.7904,00025.2015,000023.942,547369.788171,000024.697,29481704.137794
2021-09-18T14:31:17.504Z,-USD,00024.7904,00025.2015,000023.942,547544.698177,00024.7032,29481879.0478
2021-09-18T15:00:02.118Z,-USD,00024.7904,00025.2015,000023.942,554344.022624,00024.6889,29488678.372247
2021-09-18T16:00:02.322Z,-USD,00024.6461,00025.2015,000023.942,497261.176669,00024.6251,29501941.95766
2021-09-18T17:00:02.107Z,-USD,00024.9595,00025.2015,000023.942,463859.9704,00024.3341,29519603.811792
2021-09-18T18:00:07.221Z,-USD,0000024.59,00025.2015,000023.942,465307.567662,00024.4587,29538676.208406
2021-09-18T19:00:01.787Z,-USD,00024.4551,00025.2015,000023.942,422904.53759,00024.3893,29546644.999273
2021-09-18T20:00:02.515Z,-USD,00024.6888,00025.2015,000023.942,426560.361613,000024.307,29566350.388789
2021-09-18T21:00:02.121Z,-USD,00024.2866,00025.2015,000023.942,432051.344373,00024.1003,29584272.119389
2021-09-18T22:00:02.335Z,-USD,00024.4558,00025.2015,000023.942,401317.136188,00024.1018,29592423.177927
2021-09-18T23:00:01.768Z,-USD,00024.0216,00025.2015,000023.942,398295.293101,000024.268,29605411.979611
2021-09-19T00:00:02.394Z,-USD,00024.3362,00025.2015,000023.942,410004.578854,00024.5514,29627566.352492
2021-09-19T01:00:02.002Z,-USD,00024.3178,00025.2015,00023.9744,415373.919542,00024.3521,28975084.988375
2021-09-19T02:00:02.019Z,-USD,000024.558,00025.2015,00023.9744,407791.84964,000024.289,28992134.621469
2021-09-19T03:00:02.664Z,-USD,00024.4965,00025.2015,00023.9744,400759.298555,00024.2916,29005934.710071
2021-09-19T04:00:02.654Z,-USD,00024.7013,00025.2015,00023.9744,391436.435185,00024.2029,29011462.754384
2021-09-19T05:00:02.407Z,-USD,00024.9838,00025.2015,00023.9744,373438.698167,00024.2491,29015476.562467
2021-09-19T06:00:02.187Z,-USD,000025.183,00025.1876,00023.9744,347068.794421,00024.3932,29019344.39706
2021-09-19T07:00:02.005Z,-USD,00025.0452,00025.0895,00023.9744,337859.702503,00024.4766,29023389.561998
2021-09-19T08:00:02.143Z,-USD,000024.958,00025.0588,00023.9744,336432.739207,00024.4399,29031032.725199
2021-09-19T09:00:01.925Z,-USD,00024.9618,00025.0481,00023.9744,327045.625833,00024.4654,29036864.543745
2021-09-19T10:00:01.868Z,-USD,000024.877,00025.0481,00023.9744,326140.694959,00024.3992,29049899.286893
2021-09-19T11:00:02.48Z,-USD,00024.9866,00025.0481,00023.9744,322234.719172,00024.3713,29058463.153594
2021-09-19T12:00:02.523Z,-USD,00024.6671,00024.8719,0000023.51,341230.965867,00023.6442,29094576.75047
2021-09-19T13:00:02.684Z,-USD,00024.5902,00024.7517,0000023.51,335353.934074,00023.6648,29120300.558227
2021-09-19T14:00:02.607Z,-USD,00024.6103,00024.7458,0000023.51,344413.482699,00023.9671,29146845.61677
2021-09-19T15:00:02.684Z,-USD,00024.7072,000024.736,0000023.51,351811.428598,00023.9281,29166453.185538
2021-09-19T16:00:02.634Z,-USD,00024.6451,00024.6921,0000023.51,349650.372602,000024.042,29177546.954955
2021-09-19T17:00:02.62Z,-USD,0000024.33,00024.6471,0000023.51,346495.98027,00023.9951,29192051.014268
2021-09-19T18:00:01.7Z,-USD,00024.4038,00024.6471,0000023.51,336991.56546,00023.9108,29201623.535365
2021-09-19T19:00:01.839Z,-USD,00024.3442,00024.6471,0000023.51,344656.30694,000024.059,29217276.030906
2021-09-19T20:00:01.841Z,-USD,00024.3215,00024.6471,0000023.51,332210.809697,000023.843,29224645.123179
2021-09-19T21:00:02.299Z,-USD,00024.0887,00024.6471,0000023.51,330714.924066,00024.0572,29240938.665107
2021-09-19T22:00:02.24Z,-USD,000024.101,00024.6471,0000023.51,342262.523835,00024.0155,29260653.74938
2021-09-19T23:00:02.396Z,-USD,00024.2908,00024.6471,00023.5001,358076.128797,00023.6884,29289495.933101
2021-09-20T00:00:01.696Z,-USD,000024.544,00024.6471,00023.5001,350920.968332,00023.8863,29304630.318452
2021-09-20T01:00:01.876Z,-USD,00024.2942,00024.6471,00023.2722,368119.061415,00023.4166,28825553.74629
2021-09-20T02:00:02.151Z,-USD,00024.2788,00024.6471,00023.2722,368796.822143,00023.6479,28843105.25159
2021-09-20T03:00:02.274Z,-USD,00024.3118,00024.6471,00022.7048,425139.469962,000022.767,28912902.370024
2021-09-20T04:00:02.153Z,-USD,00024.2177,00024.6471,00022.2064,506452.397703,00022.6164,28999747.2867
